index,Reorg_g,Reorg_ex
test_153,0.3512026759733848,0.3243965649518455
test_154,0.45398849316083567,0.4340646807841386
test_155,0.494712225818605,0.4664458446907133
test_156,0.47874906171381043,0.26831369183188175
test_157,0.5562566867454338,0.44116900952981886
test_158,0.4837216079349243,0.4844237980561745
test_159,0.5772731137165084,0.5657384517832672
test_160,0.22602203875587243,0.2155572270277945
test_161,0.5343543567857022,0.5289287939176587
test_162,0.6336930636099998,0.49906635288122325
test_163,0.6234452203367967,0.6203153520863517
test_164,0.3594490900555652,0.3274953165188703
test_165,0.4988262653618188,0.33875204201390346
test_166,0.3301233029467202,0.31817237135765686
test_167,0.6921749396281841,0.4280316897786576
test_168,0.40980957740578233,0.4084589076915022
test_169,0.3003578530267044,0.29270036615631484
test_170,0.22969171226115934,0.3068386362981758
test_171,0.3334348036234871,0.40764993026450413
test_172,0.40205456527834554,0.3334607269103357
test_173,0.31777865303870434,0.3392318634211447
test_174,0.3943154596885242,0.40654009294438415
test_175,0.18758214952413463,0.2159269689781311
test_176,0.3965067565856258,0.4423522870730909
test_177,0.33161343431654267,0.3227024152296784
test_178,0.5130633885332178,0.4346971887889889
test_179,0.4266152996442957,0.43943116003409927
test_180,0.6369194604986215,0.5584810408541521
test_181,0.5118166954060376,0.42141054014317897
test_182,0.2967206053755975,0.29493360302710925
test_183,0.493923428182201,0.4870374005082928
test_184,0.49144003099902717,0.3813712961580389
test_185,0.5013842302248972,0.41430113957953224
test_186,0.2773873656975103,0.2795813674496586
test_187,0.29921097208428776,0.284355151528201
test_188,0.5031464713659356,0.3351383141745831
test_189,0.4605111253370981,0.4532485601636215
test_190,0.39404919368474023,0.3007051313306749
test_191,0.5661846632808105,0.4805025226423764
test_192,0.4782262795094675,0.41920829672955273
test_193,0.25651333156002576,0.3024601452997083
test_194,0.7009489879719978,0.519227814314161
test_195,0.6772535677906795,0.4533131627999433
test_196,0.6463113646954837,0.6737182392076502
test_197,0.5087838341714979,0.44257378162024524
test_198,0.6958998403178784,0.5736920671957401
test_199,0.49031249612806743,0.47102778853891974
test_200,0.4652859430315428,0.503433103626053
test_201,0.511504711759746,0.3927201219117835
test_202,0.5525984811464579,0.5133969184874858
test_203,0.4120680626337033,0.5066709349442313
test_204,0.3163154090913419,0.35465270095981527
test_205,0.6263103460749495,0.47770129402367234
test_206,0.23264688081571305,0.20573684885349458
test_207,0.4987104066863759,0.3366098815054465
test_208,0.39584818605870137,0.40925047679315385
test_209,0.3488952601439132,0.34592350711938913
test_210,0.5566717181278196,0.5016468021050337
test_211,0.2703807659412317,0.2387263865649796
test_212,0.44967746308267986,0.34857726160526276
test_213,0.2818458038095911,0.31780018714295755
test_214,0.3930898373086863,0.4235907152693029
test_215,0.6204660676671875,0.6499870440837064
test_216,0.6303969605642281,0.6203686819091448
test_217,0.4799293226986664,0.4830257059888857
test_218,0.45573175064584837,0.4352261842599737
test_219,0.49762123911985384,0.4124434879003875
test_220,0.5127966072343003,0.4867678049326538
test_221,0.581041635412858,0.47316951248698197
test_222,0.2939986800660481,0.3487910223149221
test_223,0.4888570060748312,0.5074611117152253
test_224,0.3445003137765035,0.34572029589666115
test_225,0.37694033781444175,0.37960327133262506
test_226,0.6537738766294487,0.5685168388557525
test_227,0.4684176312604697,0.36596555266477565
test_228,0.6050325738804073,0.41864441985071377
test_229,0.5619882355884078,0.5565933525894721
test_230,0.4065810124264384,0.3130571829182981
test_231,0.43997784629272746,0.47760371934931656
test_232,0.30702332984100933,0.4260273645111827
test_233,0.43708702134411376,0.3655103318535394
test_234,0.2256493496586359,0.1939058758410122
test_235,0.6894592095572695,0.705221983092786
test_236,0.43195539380368997,0.2887530670968432
test_237,0.34560797327394266,0.44142240727553744
test_238,0.4309380742335468,0.4422990892116493
test_239,0.5655441936786166,0.5179131852615271
test_240,0.5796404265683042,0.5620247197478438
test_241,0.43934948788248523,0.5028682827970096
test_242,0.6823481702991729,0.5657024113759362
test_243,0.33156791674904135,0.23186603333957306
test_244,0.329822207554057,0.33163108059003904
test_245,0.3626292766135838,0.34248848979479923
test_246,0.4627200101479596,0.4298940829389035
test_247,0.6305041895619713,0.47454890308982617
test_248,0.31434419635106586,0.3136523910607197
test_249,0.41492196706305307,0.38293918809957495
test_250,0.518830730893354,0.4481144722434914
test_251,0.6040643407987607,0.529399066091804
test_252,0.46743382570904163,0.5040207036025072
test_253,0.34383541686973573,0.30871775960091014
test_254,0.37415030722480286,0.322043713517986
test_255,0.44579818323533704,0.4883800185032364
test_256,0.30568488857782555,0.32264971222232514
test_257,0.3068814404069799,0.28046148018441897
test_258,0.5590095933096526,0.5216462035464682
test_259,0.4955564266091436,0.4787612128832731
test_260,0.5712967381879367,0.5100493166023065
test_261,0.5690247126341752,0.37801139486750185
test_262,0.3746670111896274,0.4634041367130158
test_263,0.2966384894540623,0.2460577700334195
test_264,0.2815073740231952,0.34727526533488495
test_265,0.6087517108640083,0.5570685587395247
test_266,0.46169776317704836,0.43472196203589436
test_267,0.7290418575088479,0.6522742062022405
test_268,0.2937213194578948,0.32219548630769573
test_269,0.35210122383777875,0.37277678297080935
test_270,0.5010765043849288,0.4808601532859957
test_271,0.2093135824899488,0.2908529645626342
test_272,0.21043031638263593,0.2349611375243172
test_273,0.7378102796313529,0.5671884098946852
test_274,0.38836608238832415,0.31307178119102236
test_275,0.3447545775115848,0.2933463080706364
test_276,0.2511733920069301,0.22020573157520357
test_277,0.515051953046164,0.3356886756920547
test_278,0.41549055664426177,0.4231967693200972
test_279,0.42924230582613104,0.3200866145098973
test_280,0.7607350978637324,0.5817785051536334
test_281,0.6271247544966787,0.5900103041728894
test_282,0.3340953510637281,0.42479520084108
test_283,0.44940579450660845,0.468572341855662
test_284,0.6859059755157882,0.5696190228189759
test_285,0.5867967359711088,0.5335800511729986
test_286,0.4342689008102846,0.4571762491239347
test_287,0.587107608687075,0.5045732146965156
test_288,0.35557533763179805,0.33705005544717115
test_289,0.7269402915450288,0.6293628846839125
test_290,0.452807192788043,0.4444563036684596
test_291,0.670367850562549,0.5610140430985174
test_292,0.4312288656298126,0.34800476983913575
test_293,0.3946814829967028,0.34036155795915635
test_294,0.3474166320266449,0.3039555853176714
test_295,0.43274503526348496,0.39444028689972155
test_296,0.46141555300936843,0.5170298471693985
test_297,0.5973287109804376,0.49258250124901054
test_298,0.620180201900423,0.5378201563354661
test_299,0.26150855536575296,0.30203849646892295
test_300,0.5070573443793305,0.5317659021370068
test_301,0.49699244107957086,0.3439934814092633
test_302,0.362432281942611,0.36578851650782196
test_303,0.4852503544969382,0.481577051006048
test_304,0.5953285248359254,0.5609554544590829
test_305,0.33569624575854673,0.35862268741735104
test_306,0.31456669345386545,0.33361245137988865
test_307,0.4911902543539462,0.4090181929607949
test_308,0.2986429313716923,0.2924013973708346
test_309,0.5390537287499407,0.5419057650188099
test_310,0.6404263634784857,0.46599000077640396
test_311,0.2854430360116435,0.2673877370534235
test_312,0.4607601398225881,0.5247885826359252
test_313,0.4979634620373272,0.4070483070869304
test_314,0.5141814500613769,0.40262003445407724
test_315,0.34046926914832604,0.32200695598361434
test_316,0.5502012402603572,0.391104018953212
test_317,0.48363696756775976,0.4389084684079299
test_318,0.31706486371444076,0.3464932002890817
test_319,0.4548776659251332,0.41826834218227504
test_320,0.3622567199881848,0.4213741185500697
test_321,0.46629827152161313,0.46783118156250725
test_322,0.4324757701950605,0.37743080639233345
test_323,0.4191373837930538,0.4342879385722365
test_324,0.6716244783140297,0.5980163171756979
test_325,0.49998868652185285,0.3948121012677714
test_326,0.3331370482438626,0.37011126101075287
test_327,0.2197969346480755,0.24842141165439885
test_328,0.401039593632886,0.3634872349121497
test_329,0.3347598201577621,0.3573416030601931
test_330,0.2970097919872497,0.22852134429061496
test_331,0.570753218276061,0.5802311872818608
test_332,0.2259439428589228,0.24916243743730784
test_333,0.37679156813562564,0.36677011286302985
test_334,0.7314968607040117,0.5661888902073433
test_335,0.5283964432892043,0.501679407503964
test_336,0.5148640045590386,0.46347295518853354
test_337,0.4483521096312884,0.31945094132745105
test_338,0.5017966358897216,0.3967366751125335
test_339,0.3690236818710047,0.34491716981641724
test_340,0.39113634092528965,0.31454160671608583
test_341,0.167862074082913,0.1812857423334599
test_342,0.471113290930498,0.3976553221259089
test_343,0.22766900608211524,0.2597928914447887
test_344,0.34943959485055576,0.335167431520442
test_345,0.24927872425793351,0.2853819913961028
test_346,0.5093341633270305,0.4959550714950709
test_347,0.5955567202297923,0.5531156927185252
test_348,0.4661022958877857,0.3845793248959476
test_349,0.5257576098790949,0.4986047466198423
test_350,0.5450744647385123,0.6050891854192317
test_351,0.3756318344414906,0.36958976576305963
test_352,0.24194939799507986,0.18902660641997027
test_353,0.24884656193296525,0.22254990677631137
test_354,0.6206500121989755,0.5782047805811139
test_355,0.29301996847879996,0.39743291659110946
test_356,0.6483439987312597,0.5726743522147435
test_357,0.29060379356854377,0.32115485533809923
test_358,0.42048571341915214,0.4915145059439763
test_359,0.31604120905642136,0.28678887817577514
test_360,0.2953442701989498,0.3206142034667583
test_361,0.23738599748560416,0.2043224604060408
test_362,0.34824837403408465,0.3006479045103816
test_363,0.6882104403945706,0.519498500620287
test_364,0.2958375976461671,0.23260407026179827
test_365,0.5901953039054175,0.45729040203363996
test_366,0.17318395233306344,0.17915021130714354
test_367,0.46712846264517943,0.40163341102097233
test_368,0.5294345023455577,0.5030955007692935
test_369,0.4824709094449648,0.415769282184081
test_370,0.42348898416400765,0.377278846904711
test_371,0.4188613448474593,0.4857814721894909
test_372,0.6777322598464292,0.4707393506847194
test_373,0.2910916377049297,0.31023024458861437
test_374,0.5402708387499642,0.4886320934307403
test_375,0.3723975920032588,0.39731671249703915
test_376,0.4820548294609896,0.3518641066300772
test_377,0.47099651960895406,0.4176971460711062
test_378,0.6435887110247187,0.49745894559706805
test_379,0.29191524804227126,0.30238166243132136
test_380,0.5069478804793807,0.48772779447709
test_381,0.22933147948719496,0.21542490035473918
test_382,0.6923737478956454,0.669524815027501
test_383,0.5541276211106111,0.6047657040883585
test_384,0.5887722248688072,0.4035408784572149
test_385,0.5177602764945438,0.4204910353347281
test_386,0.4186864649145758,0.42776589910875845
test_387,0.287780231223019,0.2542468641297806
test_388,0.30259310498244635,0.35800846462282193
test_389,0.41908387468605796,0.4250951255158248
test_390,0.47510799927249886,0.4405132292491686
test_391,0.3699449068669325,0.39135749096810596
test_392,0.4428739365098298,0.4738110905095929
test_393,0.3662105887151612,0.47567609376605496
test_394,0.45905748938937424,0.4917170326795005
test_395,0.4148456888977626,0.5407794052795385
test_396,0.35586325589675033,0.2809558458664151
test_397,0.6163153191430204,0.4497333807010856
test_398,0.46099768897339444,0.2921683885089764
test_399,0.4269974744658669,0.41459527012968245
test_400,0.4185376501400994,0.46265785330137105
test_401,0.3336878592120345,0.3914209300499819
test_402,0.41090034457568814,0.4669569314960406
test_403,0.3945730710856694,0.3724765109692372
test_404,0.3178144010898437,0.3444616696169971
test_405,0.39629042763057887,0.3736638400719546
test_406,0.41384815601203423,0.3404385372402662
test_407,0.5159013341947943,0.38053076748155146
test_408,0.3002645410985923,0.4206917120537546
test_409,0.35072566519503556,0.23064459651961536
test_410,0.5004727447128101,0.5150933321495351
test_411,0.34276675316809807,0.3928652316615956
test_412,0.2878048690445423,0.29590114886937274
test_413,0.3384964384749345,0.29661279117842837
test_414,0.4182974761249033,0.4637798704350425
test_415,0.28643278355970886,0.29612003196423203
test_416,0.333640336567405,0.37600355103346117
test_417,0.5384537193447935,0.5263884948042139
test_418,0.5150614498068025,0.4397939190865096
test_419,0.3893015361357138,0.36049456075844244
test_420,0.4499290167361806,0.5786095617498699
test_421,0.4334227142325083,0.46324949924905123
test_422,0.5638717895775563,0.48691539951197704
test_423,0.5031466422231082,0.498919285895239
test_424,0.7098070951369564,0.6370315837319355
test_425,0.3976531727229276,0.3976789631519292
test_426,0.3423139909712325,0.32793294049606236
test_427,0.39832985841515645,0.4675750190525639
test_428,0.47738386336539795,0.47800975218407654
test_429,0.48611088989464185,0.49337110158237335
test_430,0.4020529023039938,0.3469115652145032
test_431,0.35799521931491807,0.36370442735351505
test_432,0.5762274772851169,0.5537198162823709
test_433,0.320611063820517,0.4174530684963442
test_434,0.5187352085108249,0.5588500409606592
test_435,0.3744471522230505,0.3527708294681519
test_436,0.7449702254452096,0.6280254245944422
test_437,0.4091010127171258,0.39327246780837866
test_438,0.5561441555175596,0.5442855879073603
test_439,0.3697428213971613,0.3167092249403253
test_440,0.6185831634531224,0.5473099523713425
test_441,0.28744517527560326,0.27188446163394925
test_442,0.3854788002694331,0.3940567786617097
test_443,0.4579208641343968,0.4388139669908903
test_444,0.491176957929371,0.44273432630733645
test_445,0.3213142490262571,0.33771644353504326
test_446,0.3965925416776199,0.5322534979315132
test_447,0.3988090459899856,0.3905155424921207
test_448,0.32726154220982934,0.4024859391361241
test_449,0.4052725591707681,0.3616881724248491
test_450,0.4308018116751827,0.4372326603315263
test_451,0.41995671826497705,0.47136116817276136
test_452,0.42667324468170326,0.4001547475432465
test_453,0.47030831288865804,0.371315968533023
test_454,0.30854944220093333,0.1759956826531474
test_455,0.2930771543977175,0.35408100783674307
test_456,0.3515716306140885,0.4257745704877317
